,count,mean,std,min,25%,50%,75%,max
lqr,100.0,54.48912737915717,42.28321853038432,-39.24609070878165,17.59774444032609,72.44835960278664,92.63394624380801,99.99665121816119
bc,100.0,54.49174295884564,42.27881743937094,-39.236334477928494,17.603380734604073,72.44658579046236,92.63286133621267,99.99667175287227
final,100.0,54.175285392066115,41.523940313828334,-100.0,20.92280455214968,70.19292660307225,91.13802123079672,97.08827591796182
